sys_sch,SystemId,SystemName,SchoolName,SchoolId,Cluster,Phone_Number,Street,City,State,Zip_Code,total_enroll,Grades,SSAS,Grade,SingleScore,pct_asian,pct_native,pct_black,pct_hispanic,pct_multi,pct_white,pct_ed,pct_swd,pct_lep,AchievementE,ProgressE,GapE,ChallengeE,CCRPIScoreE,performance_9E,performance_10E,AchievementM,ProgressM,GapM,ChallengeM,CCRPIScoreM,performance_9M,AchievementH,ProgressH,GapH,ChallengeH,CCRPIScoreH,English_BegH,English_DevH,English_ProfH,English_DistH,Math_BegH,Math_DevH,Math_ProfH,Math_DistH,Science_BegH,Science_DevH,Science_ProfH,Science_DistH,Soc_BegH,Soc_DevH,Soc_ProfH,Soc_DistH,performance_11H,performance_12H,performance_17H,English_BegE,English_DevE,English_ProfE,English_DistE,Math_BegE,Math_DevE,Math_ProfE,Math_DistE,Science_BegE,Science_DevE,Science_ProfE,Science_DistE,Soc_BegE,Soc_DevE,Soc_ProfE,Soc_DistE,English_BegM,English_DevM,English_ProfM,English_DistM,Math_BegM,Math_DevM,Math_ProfM,Math_DistM,Science_BegM,Science_DevM,Science_ProfM,Science_DistM,Soc_BegM,Soc_DevM,Soc_ProfM,Soc_DistM,CollegeEnrollment,FinancialEfficiency,SchoolClimate,Mobility,PPE
622100,622,Carroll County,Sharp Creek Elementary School,100,E,(770)214-8848,115 Old Muse Rd,Carrollton,GA,30116,520,K-5,,D,69.5,0,1,21,15,7,57,78,13,7,29.7,32.6,3.3,3.9,69.5,61.1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,36.6,26.1,9.700000000000000,19.1,37,33.5,10.5,37.2,24.4,28.2,10.3,29.5,46.2,12.8,11.5,,,,,,,,,,,,,,,,,,3,3,27.6,8671.74
622101,622,Carroll County,Bowdon Middle School,101,M,(770)258-1778,129 N Jonesville Rd,Bowdon,GA,30108,314,6-8,Greatest Gains (Bronze),B,87.10000000000000,1,0,10,6,7,76,60,14,1,,,,,,,,35.8,40,6.7,4.6,87.10000000000000,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,39,33.6,8.600000000000000,13.7,30.8,41.8,13.7,10.5,23.8,48.6,17.1,15.4,26,48.1,10.6,,3,4,20.4,10331.92
622102,622,Carroll County,Temple Middle School,102,M,(770)562-6001,275 Rainey Rd,Temple,GA,30179,438,6-8,,C,77.30000000000000,2,0,16,7,5,71,66,15,1,,,,,,,,31.5,36.3,6.7,2.8,77.3,78.30000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,32,34.1,6.3,17.5,43.3,31.3,7.9,20.4,34.40000000000000,41.40000000000000,3.8,19.1,38.2,31.8,10.8,,3,4,12.3,8896
622112,622,Carroll County,KidsPeace,112,MH,(770)437-7200,101 Kidspeace Dr,Bowdon,GA,30108,62,7-12,,-,,2,0,44,8,0,47,100,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.600000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,
622115,622,Carroll County,Providence Elementary School,115,E,(770)562-3076,287 Rainey Rd,Temple,GA,30179,414,K-5,,B,87.40000000000000,1,0,6,4,5,84,61,11,1,34,38.4,6.7,8.300000000000000,87.40000000000000,51.90000000000000,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,38.9,34.1,11.8,9.5,43.1,36,11.4,7.000000000000000,39.4,35.2,18.3,11.3,54.90000000000000,25.4,8.5,,,,,,,,,,,,,,,,,,4,4,15.9,8399.84
622176,622,Carroll County,Mount Zion Elementary School,176,E,(770)832-8588,260 Eureka Church Rd,Carrollton,GA,30117,657,K-5,,A,90.2,0,0,9,16,7,68,78,13,8,35.4,39.5,8.300000000000000,7,90.2,60.90000000000000,78.30000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,35,31.3,14.2,9.300000000000000,35.6,36.8,18.3,15.1,23.6,37.7,23.6,14.3,41,25.7,19,,,,,,,,,,,,,,,,,,5,3,20.9,7878.67
622177,622,Carroll County,Central Middle School,177,M,(770)832-8114,155 Whooping Creek Rd,Carrollton,GA,30116,834,6-8,,B,84.30000000000000,0,0,11,9,5,75,56,21,3,,,,,,,,34.4,39.6,6.7,3.6,84.3,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,31.2,35.7,13.3,12.1,38.9,34.8,14.3,26.5,22.5,40,10.9,15.3,30.5,37.8,16.4,,3.5,5,10.2,8906.58
622189,622,Carroll County,Temple High School,189,H,(770)562-3218,589 Sage St,Temple,GA,30179,650,9-12,Greatest Gains (Platinum),B,86.80000000000000,0,0,17,7,5,70,60,12,1,,,,,,,,,,,,,,36.6,40,6.7,3.5,86.8,17.5,30,43.1,9.4,32.9,38.6,25.3,3.2,32.5,24.9,30.8,11.8,28.7,29.3,34.8,7.3,46.7,54.2,91.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,16.5,8398.790000000000
622198,622,Carroll County,Bay Springs Middle School,198,M,(770)459-2098,122 Bay Springs Rd,Villa Rica,GA,30180,782,6-8,,C,77.90000000000000,1,0,21,9,8,61,59,16,2,,,,,,,,32.3,35.4,6.7,3.5,77.90000000000000,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,38.3,30.9,7.3,15.4,41.7,33,9.9,21.8,17.9,47.2,13.1,20.2,34.1,32.5,13.1,,3.5,4,18.1,8191.53
622208,622,Carroll County,Mt. Zion Middle School ,208,M,(770)834-3389,132 Mount Zion St,Carrollton,GA,30117,309,6-8,,B,80.7,1,0,9,10,8,73,71,16,1,,,,,,,,31.8,36.9,6.7,5.3,80.7,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,37.1,36.1,3.7,15.6,42.2,31.6,10.5,25,29.2,37.5,8.300000000000000,21.9,27.1,37.5,13.5,,3.5,5,18.4,9250.860000000000
622212,622,Carroll County,Mt. Zion High School,212,H,(770)834-6654,280 Eureka Church Rd,Carrollton,GA,30117,428,9-12,,B,81.5,0,0,11,9,7,73,67,12,1,,,,,,,,,,,,,,35.5,35.7,5,5.3,81.5,16.1,33.1,44.1,6.800000000000000,20.7,40.2,35.9,3.3,33.3,43.8,20,2.9,36.3,31,30.1,2.7,51.1,33,98.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5,11,9133.92
622305,622,Carroll County,Villa Rica Middle,305,M,(770)459-0407,614 Tumlin Lake Rd,Temple,GA,30179,489,6-8,,C,73,1,0,22,10,9,58,70,13,1,,,,,,,,31.5,32.4,5,4.1,73,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,37.3,31.3,5.800000000000000,19.8,38.1,31,11,22,28.9,36.5,12.6,17,35.8,36.5,10.7,,4,3,18,8027.78
622377,622,Carroll County,Roopville Elementary School,377,E,(770)854-4421,60 Old Carrollton Rd,Roopville,GA,30170,344,K-5,,A,92.30000000000000,1,0,3,5,4,87,50,14,2,40.3,38.1,6.7,7.2,92.3,67.2,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,25.3,38.5,24.7,7.5,27,41.40000000000000,24.1,5.7,20.8,39.6,34,13.2,49.1,20.8,17,,,,,,,,,,,,,,,,,,3.5,3,12.5,9610.93
622405,622,Carroll County,Ithica Elementary ,405,E,(678)840-5101,75 Whitworth Rd,Villa Rica,GA,30180,714,K-5,,B,89.30000000000000,1,0,22,9,6,63,54,14,3,37.9,39.5,6.7,5.2,89.3,64.5,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,30.2,38.4,18,11.9,26.5,43,18.6,15.6,21.3,46.7,16.4,5.7,36.9,28.7,28.7,,,,,,,,,,,,,,,,,,4.5,4,12.8,8021.45
622477,622,Carroll County,Whitesburg Elementary School,477,E,(770)832-3875,868 Main St,Whitesburg,GA,30185,317,K-5,,A,90.30000000000000,0,0,6,7,5,82,60,14,3,36.2,40,8.300000000000000,5.8,90.3,54.5,81.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,32.3,38.3,13.2,7.8,31.7,44.9,15.6,15.3,18.6,47.5,18.6,22,40.7,20.3,16.9,,,,,,,,,,,,,,,,,,3.5,4,14.5,10473.94
622605,622,Carroll County,Glanton-Hindsman Elementary,605,E,(770)459-4491,118 Glanton St,Villa Rica,GA,30180,625,K-5,Greatest Gains (Silver),B,85.30000000000000,1,0,29,7,7,56,68,9,2,34.4,38.2,6.7,6,85.3,53.1,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,40.90000000000000,32.6,11.7,11,36.8,40.90000000000000,11.3,17.5,30.9,40.2,11.3,13.4,46.40000000000000,24.7,15.5,,,,,,,,,,,,,,,,,,4.5,4,24,7914.43
622705,622,Carroll County,Villa Rica Elementary School,705,E,(770)459-5762,314 Peachtree St,Villa Rica,GA,30180,441,K-5,,A,94.2,0,0,19,12,8,60,71,11,4,36.8,39.5,8.300000000000000,9.6,94.2,65.8,85.30000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,41.8,33.2,12.7,6.4,35,40,18.6,16.2,19.1,38.2,26.5,13.2,41.2,32.4,13.2,,,,,,,,,,,,,,,,,,4.5,4,23.4,8747.790000000000
623100,623,Catoosa County,Ringgold Primary School,100,E,(706)937-5437,340 Evitt Ln,Ringgold,GA,30736,476,K-2,,-,,1,0,2,2,4,90,51,13,1,36.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,35.9,28.9,7.000000000000000,18,38.3,39.8,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15.2,10422.6
623102,623,Catoosa County,Battlefield Primary,102,E,(706)861-5778,2204 Battlefield Pkwy,Ft Oglethorpe,GA,30742,472,K-2,,-,,6,0,3,4,4,83,56,11,2,37.7,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,38.5,32.9,12.6,18.9,42.7,34.3,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16.3,9254.640000000000
623103,623,Catoosa County,Battlefield Elementary School,103,E,(706)866-9183,2206 Battlefield Pkwy,Fort Oglethorpe,GA,30742,454,3-5,,C,76.40000000000000,4,0,6,4,5,81,61,19,3,31.8,36.5,6.7,1.4,76.40000000000000,61.7,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,38.7,34.5,8.1,16.6,40.2,34.6,8.5,28.1,30.4,33.3,8.1,25.9,54.8,13.3,5.9,,,,,,,,,,,,,,,,,,3,4,11.3,9212.360000000000
623105,623,Catoosa County,Woodstation Elementary School,105,E,(706)935-6700,3404 Colbert Hollow Rd,Rock Spring,GA,30739,451,K-5,,D,68.5,0,0,1,3,2,94,51,18,0,31.8,29.3,5,2.4,68.5,55.2,89.80000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,40.6,28.2,13.2,20.1,44,27.8,8.1,17,33,43.2,6.800000000000000,12.5,56.8,19.3,11.4,,,,,,,,,,,,,,,,,,2.5,5,14,9076.880000000000
623109,623,Catoosa County,Heritage High School,109,H,(706)937-6464,3960 Poplar Springs Rd,Ringgold,GA,30736,1320,9-12,,B,85,1,0,2,3,3,91,33,17,0,,,,,,,,,,,,,,38.1,36.7,6.7,3.5,85,17.6,33.90000000000000,39,9.5,14,35.1,40.2,10.7,24.2,24.2,40.5,11,12.4,27.1,49.2,11.3,64.7,49.8,87.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,8.700000000000000,8658.140000000000
623185,623,Catoosa County,Tiger Creek Elementary School,185,E,(706)935-9890,134 Rhea McClanahan Dr,Tunnel Hill,GA,30755,451,K-5,,C,72.40000000000000,0,0,0,5,3,92,67,18,1,31.6,31.4,5,4.4,72.40000000000000,64.10000000000000,80.30000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,40,30.5,13.2,12.7,44.5,38.6,4.100000000000000,24.2,42.4,33.3,0,21.2,66.7,12.1,0,,,,,,,,,,,,,,,,,,3,5,18.7,9178.52
623205,623,Catoosa County,Heritage Middle School,205,M,(706)937-3568,4005 Poplar Springs Rd,Ringgold,GA,30736,928,6-8,,B,82.90000000000000,1,0,2,3,3,91,33,22,1,,,,,,,,36.3,38.3,6.7,1.6,82.90000000000000,78.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,33,40.7,9.700000000000000,9,29.8,42.2,19.1,23.8,25.5,36.8,13.9,20.6,36.3,34,9.200000000000000,,4,5,7.2,8702.24
624112,624,Charlton County,Bethune Middle School,112,EM,(912)496-2596,285 Little Phoebe Church Rd,Folkston,GA,31537,523,4-8,,C,76.10000000000000,0,0,33,4,5,57,74,12,1,30.7,34.7,6.7,3.5,75.60000000000000,,71,30.1,38.7,6.7,1,76.5,66.7,,,,,,,,,,,,,,,,,,,,,,,,,29.9,36.5,27.4,6.1,24,44.4,21.9,9.700000000000000,23,30,34,13,18.8,43.6,22.8,14.9,25.4,40.5,29.8,4.300000000000000,20.1,40.5,27.8,11.7,32.2,25.6,38.9,3.3,25.3,30.8,37.4,6.600000000000000,,3,4,15.3,9071.73
624199,624,Charlton County,Folkston Elementary School,199,E,(912)496-2360,34754 Okefenokee Dr,Folkston,GA,31537,479,K-3,,-,,1,1,35,3,8,53,90,11,1,27.8,,,1.5,,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,41.40000000000000,27,3.600000000000000,15.3,55.00000000000000,25.2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18.2,8655.65
624287,624,Charlton County,Charlton County High School,287,H,(912)496-2501,994 Indian Trl,Folkston,GA,31537,442,9-12,,D,60.5,1,0,28,2,4,65,64,7,1,,,,,,,,,,,,,,30.7,24.8,3.3,1.7,60.5,34.7,35.6,28.8,0.8,32.9,49.4,17.6,0,31.9,29,32.6,6.5,26.7,30.2,36.2,6.9,55.2,62,72.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,13.4,9809.07
625101,625,Chatham County,Sol C. Johnson High School,101,H,(912)395-6400,3012 Sunset Blvd,Savannah,GA,31404,794,9-12,,C,74.60000000000000,1,0,89,2,3,5,75,10,0,,,,,,,,,,,,,,30.1,36.2,6.7,1.6,74.60000000000000,30.7,44.7,21.2,3.4,47.90000000000000,37.9,13.7,0.5,46,26.5,24.6,2.8,29.7,41.3,27.3,1.7,37.9,46.6,88.80000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,19.1,10590.88
625107,625,Chatham County,Coastal Harbor Health System ,107,EMH,(912)354-3911,1150 Cornell Ave,Savannah,GA,31406,23,3-11,,-,,0,0,48,0,0,52,100,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,
625109,625,Chatham County,Coastal Empire Montessori Academy,109,E,(912)238-1973,301 Burkhalter Rd,Savannah,GA,31405,265,K-5,,D,63.6,2,0,46,4,6,42,51,8,1,26.4,30.8,,0,63.6,58.8,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,33,27.3,10.2,48.9,35.2,15.9,0,38.1,23.8,19,19,23.8,52.40000000000000,19,4.8,,,,,,,,,,,,,,,,,,1.5,3,9.1,12984.01
625115,625,Chatham County,Woodville-Tompkins Technical and Career High School,115,H,(912)395-6750,151 Coach Joe Turner St,Savannah,GA,31408,564,9-12,,A,92.40000000000000,2,0,67,12,7,11,58,2,0,,,,,,,,,,,,,,39.7,37.9,10,4.8,92.40000000000000,7.200000000000000,36.2,50,6.600000000000000,20.5,58.3,19.9,1.3,24.7,37.1,35.3,2.9,17.2,36.8,41.2,4.9,65.5,61.8,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4,3.7,9738.33
625116,625,Chatham County,Pulaski Elementary School,116,E,(912)395-6466,1001 Tibet Ave,Savannah,GA,31419,705,K-5,,D,62.6,1,1,43,21,5,29,71,10,4,28.2,27.9,5,1.5,62.6,48.1,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,43.4,26.7,2.6,13.5,54.3,29.3,2.9,45.2,35.6,14.4,4.8,27.2,48.5,15.5,8.700000000000000,,,,,,,,,,,,,,,,,,2.5,3,32.8,8858.83
625117,625,Chatham County,New Hampstead High School,117,H,(912)395-6789,2451 Little Neck Rd,Bloomingdale,GA,31302,1332,9-12,,C,70.5,3,0,51,8,5,33,49,13,1,,,,,,,,,,,,,,30,32.5,6.7,1.3,70.5,23.2,41.5,31.5,3.7,61.3,32,5.5,1.2,38.4,26.2,30.6,4.8,27.1,32.9,31.9,8.1,46.2,43.6,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,18,7580.76
625118,625,Chatham County,Oglethorpe Charter School,118,M,(912)395-5075,7202 Central Ave,Savannah,GA,31406,599,6-8,,C,76.40000000000000,2,1,64,5,6,22,61,7,0,,,,,,,,32.3,35.3,6.7,2.1,76.40000000000000,83.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,43.8,33.6,4.4,12.4,44,35.5,8.1,34.2,36.9,26.2,2.7,28.9,49.7,21.5,0,,2,4,2.3,16118.56
625124,625,Chatham County,The STEM Academy ,124,M,(912)395-3500,207 Montgomery Crossroads,Savannah,GA,31406,693,6-8,,B,82.5,4,0,30,9,8,50,34,5,0,,,,,,,,40.3,28.6,8.300000000000000,5.3,82.5,96.30000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,24.3,57.8,14,6.5,36.9,43.8,12.8,16.2,31.2,42.3,10.4,2.8,35.5,46.1,15.7,,4,4,4.800000000000000,8667.49
625125,625,Chatham County,Tybee Island Maritime Academy,125,E,(912)395-4060,714 Lovell Ave,Tybee Island,GA,31328,261,K-5,,B,88.30000000000000,0,0,6,2,4,88,26,10,0,37.4,38.6,8.300000000000000,4,88.3,72.5,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,34.90000000000000,38.5,14.7,5.5,36.7,43.1,14.7,12,40,40,8,8,44,40,8,,,,,,,,,,,,,,,,,,2.5,5,7.7,13528.65
625128,625,Chatham County,Savannah Classical Academy Charter School,128,EMH,(912)395-4040,705 E Anderson St,Savannah,GA,31401,484,K-9,,F,52.2,1,0,76,3,6,14,74,6,0,18,24.7,3.3,0.5,46.5,37,60.5,17.4,35,6.7,0.5,59.6,61.7,18.4,35.6,,2.7,62.7,,,,,55.8,39.5,4.7,0,60.5,30.2,9.300000000000000,0,,,,,,,,40,41.5,17,1.5,40,49.6,10.4,0,60.5,32.6,4.7,2.3,67.40000000000000,32.6,0,0,28.5,46.90000000000000,23.8,0.8,36.8,46.6,15.8,0.8,76.60000000000000,14.9,8.5,0,66,29.8,4.300000000000000,0,,2,2,9.9,9456.640000000000
625191,625,Chatham County,East Broad Street School,191,EM,(912)395-5500,400 E Broad St,Savannah,GA,31401,594,K-8,,F,54.5,0,0,91,0,5,3,96,14,1,16.3,31.9,5,0.5,53.7,18.6,38.5,17.3,32.1,6.7,1,57.1,53.3,,,,,,,,,,,,,,,,,,,,,,,,,63.5,27.6,7.100000000000000,1.8,49.7,43.2,4.100000000000000,3,77.8,16.7,1.9,3.7,83,11.3,1.9,3.8,52,37.6,9.6,0.8,57.60000000000000,39.2,3.2,0,60,33.3,3.3,3.3,70,26.7,3.3,0,,1,1,28,11303.91
625192,625,Chatham County,Esther F. Garrison School for the Arts ,192,EM,(912)395-5975,649 W Jones St,Savannah,GA,31401,735,K-8,,B,89.60000000000000,3,0,43,3,8,43,44,4,0,40,37.8,10,6.3,94.10000000000000,55.7,95.5,38.6,33.8,8.300000000000000,2.6,83.3,94.10000000000000,,,,,,,,,,,,,,,,,,,,,,,,,4.300000000000000,31.3,44.6,19.7,3.9,34.3,48.5,13.3,8,26.1,52.3,13.6,6.9,51.7,26.4,14.9,4.7,26.1,50.8,18.4,9.1,43.1,38,9.800000000000000,15.8,40.6,33.7,9.9,5,46,40,9,,3,3,3.8,9842.390000000000
625194,625,Chatham County,Georgetown K-8 School,194,EM,(912)395-3475,1516 King George Blvd,Savannah,GA,31419,706,K-8,,C,73.10000000000000,4,1,46,6,9,34,57,14,1,32.1,34.5,5,3.4,75,53.40000000000000,87,26,34.9,6.7,1.5,69.10000000000000,63.5,,,,,,,,,,,,,,,,,,,,,,,,,20.9,39.8,30.7,8.600000000000000,13.9,42.2,36.9,7.000000000000000,29,31.9,33.3,5.800000000000000,10.1,65.2,17.4,7.200000000000000,32.2,43.6,22.8,1.5,24.8,50.5,20.8,4,49,27.5,19.6,3.9,39.2,43.1,15.7,2,,2.5,3,16.9,10318.61
625197,625,Chatham County,Garden City Elementary School,197,E,(912)395-6820,4037 Kessler Ave,Garden City,GA,31408,742,K-5,,D,66,0,1,44,37,2,16,86,9,36,24.3,33.5,6.7,1.5,66,39,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,44.4,17,2.7,18.1,55.60000000000000,24.5,1.8,47.1,31.7,18.3,2.9,55.8,36.5,6.7,1,,,,,,,,,,,,,,,,,,2.5,3,20.1,9102.99
625199,625,Chatham County,West Chatham Middle School,199,M,(912)395-3650,800 Pine Barren Rd,Pooler,GA,31322,840,6-8,,D,65,2,0,46,14,6,31,72,15,5,,,,,,,,23.3,33.5,6.7,1.5,65,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,41.2,20.2,2.4,28.1,53.40000000000000,16.6,1.9,57.3,28.5,13.8,0.4,39.8,43.1,15,2,,2,4,26.8,9853.040000000000
625200,625,Chatham County,West Chatham Elementary School,200,E,(912)395-3600,820 Pine Barren Rd,Pooler,GA,31322,773,K-5,,C,73.2,3,0,46,7,7,37,51,14,1,30.3,33.5,6.7,2.7,73.2,62,80.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,38.4,35.6,6.2,18.4,48.3,29.9,3.4,27.3,40,27.3,5.5,29.2,59.3,8.800000000000000,2.7,,,,,,,,,,,,,,,,,,3.5,3,24.1,8772.41
625201,625,Chatham County,DeRenne Middle School,201,M,(912)395-5900,1009 Clinch St,Savannah,GA,31405,625,6-8,,F,55.40000000000000,0,0,91,1,5,2,92,14,1,,,,,,,,20.3,29.1,5,1,55.4,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.40000000000000,33.8,10.8,1,48.4,42,8,1.6,67,20,9.200000000000000,3.8,54.6,32.2,9.300000000000000,3.8,,1,4,20.3,10636.77
625210,625,Chatham County,School of Liberal Studies at Savannah High School,210,H,(912)395-5050,400 Pennsylvania Ave,Savannah,GA,31404,575,9-12,,D,62.1,0,0,92,1,5,2,82,14,1,,,,,,,,,,,,,,23.1,34,5,0,62.1,46.3,41.2,11.9,0.6,38.6,47.1,14.3,0,53.8,26.6,16.8,2.8,62.6,25.2,10.1,2.2,29.5,16.3,75.10000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2,22.3,12056.97
625211,625,Chatham County,Godley Station School,211,EM,(912)395-6000,2135 Benton Blvd,Pooler,GA,31322,1495,K-8,,D,66.8,7,1,32,9,9,43,34,11,7,32.6,26.2,5,0.4,64.2,54.6,83,32.8,32.8,6.7,0.5,72.8,78,,,,,,,,,,,,,,,,,,,,,,,,,18.7,38.6,32.8,9.9,15.5,45.2,30,9.300000000000000,19.3,34.3,33.1,13.3,22.3,50,21.1,6.600000000000000,15.9,39.4,37.8,6.9,15.4,45.9,31.6,7.100000000000000,38,30.3,25.4,6.3,24.1,35.5,30.5,9.9,,3,3,17.4,8506.65
625298,625,Chatham County,Marshpoint Elementary,298,E,(912)395-4000,135 Whitemarsh Island Rd,Savannah,GA,31410,888,K-5,,B,80,5,0,27,4,6,59,39,14,3,34.1,33.4,6.7,5.8,80,52.6,84.80000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,37.5,38.1,9.200000000000000,13.1,38.8,38.1,10,16.4,27.9,44.2,11.5,14.5,44.8,29.1,11.5,,,,,,,,,,,,,,,,,,3.5,3,9,9211.83
625299,625,Chatham County,Southwest Middle School,299,M,(912)395-3540,6030 Ogeechee Rd,Savannah,GA,31419,806,6-8,,D,63.6,2,0,66,11,6,14,77,14,4,,,,,,,,23.3,32.6,6.7,1,63.6,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,37.5,17,2.3,32.3,50.6,15.7,1.4,65.40000000000000,19.8,12.2,2.5,46.8,38.3,11.5,3.4,,2.5,4,38.5,8892.77
625300,625,Chatham County,Southwest Elementary School,300,E,(912)395-3301,6020 Ogeechee Rd,Savannah,GA,31419,784,K-5,,D,69.5,3,0,54,14,7,22,63,11,6,24.4,35.3,8.300000000000000,1.5,69.5,38.1,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,46.8,17.5,4.300000000000000,26.5,53.5,17.8,2.2,54.90000000000000,30.4,12.7,2,46.1,41.2,10.8,2,,,,,,,,,,,,,,,,,,3,3,35.1,8772.630000000000
625301,625,Chatham County,Myers Middle School ,301,M,(912)395-6600,2025 E 52nd St,Savannah,GA,31404,601,6-8,,F,52.5,1,0,84,3,7,5,92,15,1,,,,,,,,18.5,28.5,5,0.5,52.5,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3,29.4,8.800000000000000,1.6,53.40000000000000,39.3,6.3,1,71.40000000000000,19,7.7,1.8,64.5,24.9,8.9,1.8,,1.5,1,36.8,10084.93
625311,625,Chatham County,Coastal Middle School,311,M,(912)395-3950,4595 US Highway 80 E,Savannah,GA,31410,700,6-8,,C,78.10000000000000,5,0,24,4,6,61,37,12,2,,,,,,,,34.1,33,6.7,4.3,78.10000000000000,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,34.1,38.7,10.2,13.3,46.40000000000000,30.3,10,30.3,30.3,34.2,5.2,17.8,31.7,40.90000000000000,9.6,,2.5,5,14.4,10259.98
625411,625,Chatham County,Islands High School,411,H,(912)395-2000,170 Whitemarsh Island Rd,Savannah,GA,31410,1022,9-12,,C,71.90000000000000,5,0,17,4,6,67,28,10,1,,,,,,,,,,,,,,35.9,28.8,5,2.2,71.90000000000000,15.1,35.6,42.5,6.800000000000000,35.4,43.9,17.2,3.5,19.9,37.7,33.5,8.9,17.8,32.2,41.3,8.700000000000000,70.10000000000000,59.7,88.10000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3,12.4,8442.31
625499,625,Chatham County,Savannah Arts Academy of Visual and Performing Arts,499,H,(912)395-5000,500 Washington Ave,Savannah,GA,31405,892,9-12,Highest Performing (Silver),A,96.30000000000000,7,0,15,4,6,68,11,1,0,,,,,,,,,,,,,,45.6,37.8,10,2.9,96.3,2.1,16.2,51.9,29.8,6,35.8,44,14.2,4.5,24.3,53.5,17.7,5.800000000000000,23.2,47.7,23.2,90.7,96.3,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1.7,9240.790000000000
